handle,product_gid,status,variant_gid,variant_title,sku,live_price,live_compare_at
metal-clam-shell-hair-clip-2pc-set-gold-pearlized-cream,gid://shopify/Product/10300707733685,ACTIVE,gid://shopify/ProductVariant/52049408950453,Default Title,509297,14,14
satin-pillowcase-in-pearlized-cream-coastal-blue-print,gid://shopify/Product/10300707799221,ACTIVE,gid://shopify/ProductVariant/52049409376437,Default Title,509525,23,23
crochet-scrunchie-butter-yellow,gid://shopify/Product/10300707831989,ACTIVE,gid://shopify/ProductVariant/52049409409205,Default Title,509334,14,14
crochet-scrunchie-seafoam-blue,gid://shopify/Product/10300707864757,ACTIVE,gid://shopify/ProductVariant/52049409441973,Default Title,509341,14,14
pearlized-cream-coastal-blue-print-oversized-satin-bonnet,gid://shopify/Product/10300707897525,ACTIVE,gid://shopify/ProductVariant/52049409474741,Default Title,509518,22,22
kitschpop-cloud-clip-7pc-set-coastal-cottage-butter-yellow,gid://shopify/Product/10300765995189,ACTIVE,gid://shopify/ProductVariant/52049638588597,Default Title,509402,20,20
kitschpop-coastal-cottage-collection-6pc-set,gid://shopify/Product/10300775039157,ACTIVE,gid://shopify/ProductVariant/52049707172021,Default Title,509488,14,14
coastal-blue-plush-microfiber-hair-towel-turban-with-bow,gid://shopify/Product/10300775104693,ACTIVE,gid://shopify/ProductVariant/52049707237557,Default Title,510651,30,30
kitsch-amber-shores-hair-perfume-20-ml,gid://shopify/Product/10312710848693,ACTIVE,gid://shopify/ProductVariant/52091871953077,Default Title,512976,10,10
soft-violet-detangling-flexi-brush-mini,gid://shopify/Product/10313314992309,ACTIVE,gid://shopify/ProductVariant/52093891641525,Default Title,504810,10,10
castor-oil-nourishing-conditioner,gid://shopify/Product/10315739300021,ACTIVE,gid://shopify/ProductVariant/52107606098101,Default Title,505978,16,16
black-rosette-ruched-satin-scrunchies,gid://shopify/Product/10316334825653,ACTIVE,gid://shopify/ProductVariant/52109660913845,Default Title,508559,14,14
terracotta-rosette-ruched-satin-scrunchies,gid://shopify/Product/10316335284405,ACTIVE,gid://shopify/ProductVariant/52109663994037,Default Title,508566,14,14
gold-mini-metal-french-hair-pin-clips,gid://shopify/Product/10316335775925,ACTIVE,gid://shopify/ProductVariant/52109668352181,Default Title,508689,16,16
silver-mini-metal-french-hair-pin-clips,gid://shopify/Product/10316335939765,ACTIVE,gid://shopify/ProductVariant/52109669695669,Default Title,508696,16,16
satin-rosette-flat-cloud-clip-in-black-medium,gid://shopify/Product/10316336365749,ACTIVE,gid://shopify/ProductVariant/52109673332917,Default Title,508627,14,14
satin-rosette-flat-cloud-clip-in-chocolate-medium,gid://shopify/Product/10316336660661,ACTIVE,gid://shopify/ProductVariant/52109675987125,Default Title,508603,14,14
satin-rosette-flat-cloud-clip-in-terracotta-medium,gid://shopify/Product/10316337053877,ACTIVE,gid://shopify/ProductVariant/52109679624373,Default Title,508610,14,14
satin-rosette-flat-cloud-clip-in-cream-medium,gid://shopify/Product/10316337447093,ACTIVE,gid://shopify/ProductVariant/52109683425461,Default Title,508597,14,14
recycled-fabric-ruffle-scrunchie-blush,gid://shopify/Product/10316466127029,DRAFT,gid://shopify/ProductVariant/52110898004149,Default Title,511221,14,14
kitsch-set-flow-active-heatless-curling-headband-terracotta,gid://shopify/Product/10325356740789,ACTIVE,gid://shopify/ProductVariant/52133534269621,Default Title,510194,24,24
amber-shores-cleansing-body-wash-bar,gid://shopify/Product/10328869732533,ACTIVE,gid://shopify/ProductVariant/52147116245173,Default Title,506425,8,8
black-set-flow-active-headband,gid://shopify/Product/10329445761205,ACTIVE,gid://shopify/ProductVariant/52150105768117,Default Title,506463,28,28
warm-sugar-cleansing-body-wash-bar,gid://shopify/Product/10336533381301,ACTIVE,gid://shopify/ProductVariant/52167997096117,Default Title,506432,8,8
black-petal-hair-elastics,gid://shopify/Product/10342149750965,ACTIVE,gid://shopify/ProductVariant/52186666303669,Default Title,508726,10,10
black-ribbed-hair-elastics,gid://shopify/Product/10342149947573,ACTIVE,gid://shopify/ProductVariant/52186666500277,Default Title,508757,10,10
blush-ribbed-hair-elastics,gid://shopify/Product/10342150111413,ACTIVE,gid://shopify/ProductVariant/52186666664117,Default Title,508764,12,12
chocolate-seamless-hair-elastics-20pc-set,gid://shopify/Product/10342150275253,ACTIVE,gid://shopify/ProductVariant/52186666827957,Default Title,508740,8,8
gold-metal-barrette-french-hair-pin-mini,gid://shopify/Product/10342150471861,ACTIVE,gid://shopify/ProductVariant/52186667221173,Default Title,508641,14,14
soft-santal-hair-body-perfume-mist,gid://shopify/Product/10346144563381,ACTIVE,gid://shopify/ProductVariant/52197794513077,Default Title,512785,20,20
gold-bow-french-hair-pin-mini,gid://shopify/Product/10362947862709,ACTIVE,gid://shopify/ProductVariant/52262889685173,Default Title,507545,14,14
satin-pillowcase-in-blush,gid://shopify/Product/10364627419317,DRAFT,gid://shopify/ProductVariant/52267811340469,Default Title,4969,19,19
detox-shampoo-bar,gid://shopify/Product/10378204315829,ACTIVE,gid://shopify/ProductVariant/52324062167221,Default Title,508252,16,16
quick-dry-bath-mat-camel,gid://shopify/Product/10464122667189,ACTIVE,gid://shopify/ProductVariant/52678409420981,Default Title,515564,15,15
quick-dry-bath-mat-in-gray,gid://shopify/Product/10464135315637,ACTIVE,gid://shopify/ProductVariant/52678442713269,Default Title,515571,15,15
velvet-glitter-tulle-headband-black,gid://shopify/Product/10475980554421,ACTIVE,gid://shopify/ProductVariant/52729056559285,Default Title,510484,12,12
satin-cat-ears-headband-black-glitter,gid://shopify/Product/10475980685493,ACTIVE,gid://shopify/ProductVariant/52729056690357,Default Title,513188,12,12
ruched-satin-scrunchies-5pc-set-ghosts-pumpkins,gid://shopify/Product/10475980783797,ACTIVE,gid://shopify/ProductVariant/52729056788661,Default Title,512006,10,10
mini-claw-clips-6pc-set-halloween-squad,gid://shopify/Product/10475980849333,ACTIVE,gid://shopify/ProductVariant/52729056854197,Default Title,512020,10,10
recycled-plastic-glitter-claw-clip-ghosts,gid://shopify/Product/10475980980405,ACTIVE,gid://shopify/ProductVariant/52729057083573,Default Title,512037,10,10
metal-gift-bow-bobby-pins-4pc-set-red-gold,gid://shopify/Product/10475981078709,DRAFT,gid://shopify/ProductVariant/52729057181877,Default Title,511887,10,10
holiday-scrunchies-3pc-set-multi-color,gid://shopify/Product/10475981209781,DRAFT,gid://shopify/ProductVariant/52729057312949,Default Title,511917,10,10
mini-claw-clips-6pc-set-holiday,gid://shopify/Product/10475981275317,DRAFT,gid://shopify/ProductVariant/52729057444021,Default Title,513324,10,10
standard-satin-pillowcase-holiday,gid://shopify/Product/10475981701301,DRAFT,gid://shopify/ProductVariant/52729058197685,Default Title,511931,20,20
warm-sugar-mini-hair-perfume-20-ml,gid://shopify/Product/10476860932277,ACTIVE,gid://shopify/ProductVariant/52731520188597,Default Title,512075,10,10
holiday-ruched-satin-scrunchies-7pc-set,gid://shopify/Product/10485253603509,DRAFT,gid://shopify/ProductVariant/52762826670261,Default Title,513362,10,10
medium-moisturizing-heel-socks-terracotta-checker,gid://shopify/Product/10496914686133,ACTIVE,gid://shopify/ProductVariant/52806476103861,Default Title,515625,9.99,9.99
large-moisturizing-heel-socks-terracotta-checker,gid://shopify/Product/10496929988789,ACTIVE,gid://shopify/ProductVariant/52806555959477,Default Title,516158,9.99,9.99
gingham-blue-xl-hair-towel-wrap,gid://shopify/Product/10496955449525,ACTIVE,gid://shopify/ProductVariant/52806641287349,Default Title,513690,26,26
gingham-blue-satin-lined-flexi-shower-cap,gid://shopify/Product/10496959152309,ACTIVE,gid://shopify/ProductVariant/52806658392245,Default Title,513706,24,24
black-lymphatic-contour-face-brush,gid://shopify/Product/10496963248309,ACTIVE,gid://shopify/ProductVariant/52806679724213,Default Title,515595,10,10
terracotta-lymphatic-contour-face-brush,gid://shopify/Product/10496970457269,ACTIVE,gid://shopify/ProductVariant/52806711410869,Default Title,515601,10,10
satin-pillowcase-in-gingham-blue,gid://shopify/Product/10496979239093,ACTIVE,gid://shopify/ProductVariant/52806747488437,Default Title,513652,29,29
recycled-plastic-zigzag-headbands-2pc-set-gold-red,gid://shopify/Product/10498861957301,DRAFT,gid://shopify/ProductVariant/52815428714677,Default Title,514840,10,10
recycled-plastic-zigzag-headbands-2pc-set-gold-silver,gid://shopify/Product/10498861990069,DRAFT,gid://shopify/ProductVariant/52815428747445,Default Title,513355,10,10
ruched-satin-scrunchies-5pc-set-cream-court-green-navy-blue,gid://shopify/Product/10504080654517,ACTIVE,gid://shopify/ProductVariant/52830025875637,Default Title,512914,10,10
clear-black-no-snag-elastics-cutter-set,gid://shopify/Product/10505327247541,ACTIVE,gid://shopify/ProductVariant/52836993433781,Default Title,514222,9,9
satin-bow-hair-clip-cream,gid://shopify/Product/10505327345845,ACTIVE,gid://shopify/ProductVariant/52836993532085,Default Title,512938,12,12
recycled-fabric-active-headbands-3pc-set-cream-court-green-navy-blue,gid://shopify/Product/10525318545589,ACTIVE,gid://shopify/ProductVariant/52868621729973,Default Title,512891,12,12
kitsch-spa-headband-and-wristlets-3pc-set-terracotta-24,gid://shopify/Product/10538843570357,ACTIVE,gid://shopify/ProductVariant/52924141306037,Default Title,513102,15,15
